Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Essex,E10000012,Upper tier local authority,2020-03-14,4,NA,NA,33,NA,NA
Devon,E10000008,Upper tier local authority,2020-03-14,2,NA,NA,32,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-03-14,6,NA,NA,35,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-03-14,6,NA,NA,31,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-03-14,3,NA,NA,37,NA,NA
Westminster,E09000033,Upper tier local authority,2020-03-14,10,NA,NA,70,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-03-14,11,NA,NA,53,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-03-14,3,NA,NA,11,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-03-14,3,NA,NA,22,NA,NA
Sutton,E09000029,Upper tier local authority,2020-03-14,2,NA,NA,14,NA,NA
Southwark,E09000028,Upper tier local authority,2020-03-14,10,NA,NA,63,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-03-14,3,NA,NA,8,NA,NA
Newham,E09000025,Upper tier local authority,2020-03-14,4,NA,NA,14,NA,NA
Merton,E09000024,Upper tier local authority,2020-03-14,6,NA,NA,33,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-03-14,2,NA,NA,23,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-03-14,10,NA,NA,54,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-14,3,NA,NA,8,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-14,3,NA,NA,55,NA,NA
Islington,E09000019,Upper tier local authority,2020-03-14,5,NA,NA,27,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-03-14,4,NA,NA,22,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-03-14,1,NA,NA,18,NA,NA
Havering,E09000016,Upper tier local authority,2020-03-14,2,NA,NA,9,NA,NA
Harrow,E09000015,Upper tier local authority,2020-03-14,9,NA,NA,33,NA,NA
Haringey,E09000014,Upper tier local authority,2020-03-14,1,NA,NA,28,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-14,2,NA,NA,26,NA,NA
Hackney,E09000012,Upper tier local authority,2020-03-14,5,NA,NA,28,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-03-14,2,NA,NA,21,NA,NA
Enfield,E09000010,Upper tier local authority,2020-03-14,7,NA,NA,28,NA,NA
Ealing,E09000009,Upper tier local authority,2020-03-14,2,NA,NA,32,NA,NA
Croydon,E09000008,Upper tier local authority,2020-03-14,14,NA,NA,34,NA,NA
Camden,E09000007,Upper tier local authority,2020-03-14,1,NA,NA,31,NA,NA
Bromley,E09000006,Upper tier local authority,2020-03-14,6,NA,NA,26,NA,NA
Brent,E09000005,Upper tier local authority,2020-03-14,7,NA,NA,40,NA,NA
Bexley,E09000004,Upper tier local authority,2020-03-14,3,NA,NA,20,NA,NA
Barnet,E09000003,Upper tier local authority,2020-03-14,6,NA,NA,44,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-14,1,NA,NA,10,NA,NA
Bradford,E08000032,Upper tier local authority,2020-03-14,2,NA,NA,7,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-03-14,8,NA,NA,37,NA,NA
Walsall,E08000030,Upper tier local authority,2020-03-14,2,NA,NA,18,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-03-14,3,NA,NA,11,NA,NA
Dudley,E08000027,Upper tier local authority,2020-03-14,2,NA,NA,11,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-03-14,7,NA,NA,43,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-03-14,1,NA,NA,6,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-14,2,NA,NA,9,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-03-14,6,NA,NA,30,NA,NA
Barnsley,E08000016,Upper tier local authority,2020-03-14,2,NA,NA,6,NA,NA
Wirral,E08000015,Upper tier local authority,2020-03-14,2,NA,NA,8,NA,NA
Sefton,E08000014,Upper tier local authority,2020-03-14,2,NA,NA,6,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-03-14,2,NA,NA,13,NA,NA
Wigan,E08000010,Upper tier local authority,2020-03-14,1,NA,NA,6,NA,NA
Trafford,E08000009,Upper tier local authority,2020-03-14,1,NA,NA,13,NA,NA
Tameside,E08000008,Upper tier local authority,2020-03-14,2,NA,NA,11,NA,NA
Stockport,E08000007,Upper tier local authority,2020-03-14,3,NA,NA,12,NA,NA
Oldham,E08000004,Upper tier local authority,2020-03-14,1,NA,NA,10,NA,NA
Dorset,E06000059,Upper tier local authority,2020-03-14,2,NA,NA,7,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-14,1,NA,NA,9,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-14,1,NA,NA,10,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-03-14,3,NA,NA,10,NA,NA
County Durham,E06000047,Upper tier local authority,2020-03-14,1,NA,NA,2,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-03-14,3,NA,NA,6,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-03-14,1,NA,NA,5,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-14,3,NA,NA,14,NA,NA
Slough,E06000039,Upper tier local authority,2020-03-14,2,NA,NA,21,NA,NA
Reading,E06000038,Upper tier local authority,2020-03-14,3,NA,NA,6,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-03-14,1,NA,NA,4,NA,NA
Thurrock,E06000034,Upper tier local authority,2020-03-14,1,NA,NA,3,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-14,1,NA,NA,4,NA,NA
Peterborough,E06000031,Upper tier local authority,2020-03-14,2,NA,NA,2,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-03-14,2,NA,NA,15,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-03-14,2,NA,NA,10,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-14,1,NA,NA,3,NA,NA
Telford and Wrekin,E06000020,Upper tier local authority,2020-03-14,1,NA,NA,7,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-14,1,NA,NA,3,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-03-14,1,NA,NA,15,NA,NA
Derby,E06000015,Upper tier local authority,2020-03-14,1,NA,NA,7,NA,NA
York,E06000014,Upper tier local authority,2020-03-14,1,NA,NA,5,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-03-14,1,NA,NA,3,NA,NA
Halton,E06000006,Upper tier local authority,2020-03-14,1,NA,NA,4,NA,NA
Stockton-on-Tees,E06000004,Upper tier local authority,2020-03-14,1,NA,NA,5,NA,NA
Middlesbrough,E06000002,Upper tier local authority,2020-03-14,1,NA,NA,1,NA,NA
England,E92000001,Nation,2020-03-13,391,392,-1,1971,1970,1
South West,E12000009,Region,2020-03-13,31,NA,NA,138,NA,NA
South East,E12000008,Region,2020-03-13,52,NA,NA,302,NA,NA
London,E12000007,Region,2020-03-13,137,NA,NA,765,NA,NA
East of England,E12000006,Region,2020-03-13,36,NA,NA,118,NA,NA
West Midlands,E12000005,Region,2020-03-13,40,NA,NA,188,NA,NA
East Midlands,E12000004,Region,2020-03-13,22,NA,NA,119,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-03-13,12,NA,NA,90,NA,NA
North West,E12000002,Region,2020-03-13,41,NA,NA,167,NA,NA
North East,E12000001,Region,2020-03-13,6,NA,NA,23,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-03-13,3,NA,NA,11,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-03-13,3,NA,NA,20,NA,NA
Surrey,E10000030,Upper tier local authority,2020-03-13,5,NA,NA,42,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-03-13,1,NA,NA,8,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-03-13,6,NA,NA,16,NA,NA
Somerset,E10000027,Upper tier local authority,2020-03-13,3,NA,NA,11,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-03-13,4,NA,NA,28,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-03-13,4,NA,NA,23,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-03-13,2,NA,NA,10,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-03-13,2,NA,NA,17,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-03-13,6,NA,NA,9,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-03-13,2,NA,NA,15,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-03-13,3,NA,NA,15,NA,NA
Kent,E10000016,Upper tier local authority,2020-03-13,7,NA,NA,29,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-03-13,9,NA,NA,43,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-03-13,15,NA,NA,67,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-03-13,3,NA,NA,12,NA,NA
Essex,E10000012,Upper tier local authority,2020-03-13,11,NA,NA,29,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-03-13,1,NA,NA,6,NA,NA
Devon,E10000008,Upper tier local authority,2020-03-13,6,NA,NA,30,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-03-13,8,NA,NA,29,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-03-13,7,NA,NA,25,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-03-13,4,NA,NA,14,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-03-13,6,NA,NA,34,NA,NA
Westminster,E09000033,Upper tier local authority,2020-03-13,8,NA,NA,60,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-03-13,4,NA,NA,42,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-03-13,2,NA,NA,8,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-03-13,3,NA,NA,19,NA,NA
Sutton,E09000029,Upper tier local authority,2020-03-13,4,NA,NA,12,NA,NA
Southwark,E09000028,Upper tier local authority,2020-03-13,8,NA,NA,53,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-13,3,NA,NA,7,NA,NA
Redbridge,E09000026,Upper tier local authority,2020-03-13,3,NA,NA,5,NA,NA
Newham,E09000025,Upper tier local authority,2020-03-13,3,NA,NA,10,NA,NA
Merton,E09000024,Upper tier local authority,2020-03-13,7,NA,NA,27,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-03-13,3,NA,NA,21,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-03-13,11,NA,NA,44,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-13,1,NA,NA,5,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-13,3,NA,NA,52,NA,NA
Islington,E09000019,Upper tier local authority,2020-03-13,6,NA,NA,22,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-03-13,5,NA,NA,18,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-03-13,3,NA,NA,17,NA,NA
Havering,E09000016,Upper tier local authority,2020-03-13,1,NA,NA,7,NA,NA
Harrow,E09000015,Upper tier local authority,2020-03-13,4,NA,NA,24,NA,NA
Haringey,E09000014,Upper tier local authority,2020-03-13,8,NA,NA,27,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-13,3,NA,NA,24,NA,NA
Hackney,E09000012,Upper tier local authority,2020-03-13,4,NA,NA,23,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-03-13,5,NA,NA,19,NA,NA
Enfield,E09000010,Upper tier local authority,2020-03-13,4,NA,NA,21,NA,NA
Ealing,E09000009,Upper tier local authority,2020-03-13,3,NA,NA,30,NA,NA
Croydon,E09000008,Upper tier local authority,2020-03-13,5,NA,NA,20,NA,NA
Camden,E09000007,Upper tier local authority,2020-03-13,5,NA,NA,30,NA,NA
Bromley,E09000006,Upper tier local authority,2020-03-13,4,NA,NA,20,NA,NA
Brent,E09000005,Upper tier local authority,2020-03-13,3,NA,NA,33,NA,NA
Bexley,E09000004,Upper tier local authority,2020-03-13,4,NA,NA,17,NA,NA
Barnet,E09000003,Upper tier local authority,2020-03-13,6,NA,NA,38,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-13,1,NA,NA,9,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-03-13,11,NA,NA,29,NA,NA
Walsall,E08000030,Upper tier local authority,2020-03-13,2,NA,NA,16,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-03-13,2,NA,NA,8,NA,NA
Dudley,E08000027,Upper tier local authority,2020-03-13,1,NA,NA,9,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-03-13,14,NA,NA,36,NA,NA
North Tyneside,E08000022,Upper tier local authority,2020-03-13,3,NA,NA,5,NA,NA
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-03-13,2,NA,NA,7,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-03-13,4,NA,NA,24,NA,NA
Rotherham,E08000018,Upper tier local authority,2020-03-13,1,NA,NA,5,NA,NA
Wirral,E08000015,Upper tier local authority,2020-03-13,1,NA,NA,6,NA,NA
St. Helens,E08000013,Upper tier local authority,2020-03-13,1,NA,NA,2,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-03-13,2,NA,NA,11,NA,NA
Trafford,E08000009,Upper tier local authority,2020-03-13,2,NA,NA,12,NA,NA
Tameside,E08000008,Upper tier local authority,2020-03-13,2,NA,NA,9,NA,NA
Stockport,E08000007,Upper tier local authority,2020-03-13,3,NA,NA,9,NA,NA
Salford,E08000006,Upper tier local authority,2020-03-13,2,NA,NA,4,NA,NA
Rochdale,E08000005,Upper tier local authority,2020-03-13,1,NA,NA,4,NA,NA
Oldham,E08000004,Upper tier local authority,2020-03-13,2,NA,NA,9,NA,NA
Manchester,E08000003,Upper tier local authority,2020-03-13,7,NA,NA,15,NA,NA
Bury,E08000002,Upper tier local authority,2020-03-13,3,NA,NA,7,NA,NA
Bolton,E08000001,Upper tier local authority,2020-03-13,1,NA,NA,7,NA,NA
Dorset,E06000059,Upper tier local authority,2020-03-13,1,NA,NA,5,NA,NA
Northumberland,E06000057,Upper tier local authority,2020-03-13,1,NA,NA,1,NA,NA
Central Bedfordshire,E06000056,Upper tier local authority,2020-03-13,3,NA,NA,6,NA,NA
Bedford,E06000055,Upper tier local authority,2020-03-13,1,NA,NA,1,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-03-13,4,NA,NA,13,NA,NA
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-03-13,1,NA,NA,9,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-03-13,2,NA,NA,7,NA,NA
Southampton,E06000045,Upper tier local authority,2020-03-13,2,NA,NA,5,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-03-13,1,NA,NA,3,NA,NA
Brighton and Hove,E06000043,Upper tier local authority,2020-03-13,2,NA,NA,11,NA,NA
Slough,E06000039,Upper tier local authority,2020-03-13,3,NA,NA,19,NA,NA
Medway,E06000035,Upper tier local authority,2020-03-13,3,NA,NA,11,NA,NA
Luton,E06000032,Upper tier local authority,2020-03-13,1,NA,NA,3,NA,NA
Swindon,E06000030,Upper tier local authority,2020-03-13,2,NA,NA,4,NA,NA
Plymouth,E06000026,Upper tier local authority,2020-03-13,2,NA,NA,3,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-03-13,3,NA,NA,12,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-03-13,2,NA,NA,13,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-03-13,3,NA,NA,8,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-13,1,NA,NA,4,NA,NA
"Herefordshire, County of",E06000019,Upper tier local authority,2020-03-13,1,NA,NA,2,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-03-13,4,NA,NA,14,NA,NA
Leicester,E06000016,Upper tier local authority,2020-03-13,1,NA,NA,3,NA,NA
Derby,E06000015,Upper tier local authority,2020-03-13,1,NA,NA,6,NA,NA
York,E06000014,Upper tier local authority,2020-03-13,1,NA,NA,4,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-13,4,NA,NA,11,NA,NA
Blackburn with Darwen,E06000008,Upper tier local authority,2020-03-13,1,NA,NA,1,NA,NA
Halton,E06000006,Upper tier local authority,2020-03-13,1,NA,NA,3,NA,NA
England,E92000001,Nation,2020-03-12,422,421,1,1580,1578,2
South West,E12000009,Region,2020-03-12,24,NA,NA,107,NA,NA
South East,E12000008,Region,2020-03-12,78,NA,NA,250,NA,NA
London,E12000007,Region,2020-03-12,167,NA,NA,628,NA,NA
East of England,E12000006,Region,2020-03-12,18,NA,NA,82,NA,NA
West Midlands,E12000005,Region,2020-03-12,52,NA,NA,148,NA,NA
East Midlands,E12000004,Region,2020-03-12,18,NA,NA,97,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-03-12,14,NA,NA,78,NA,NA
North West,E12000002,Region,2020-03-12,40,NA,NA,126,NA,NA
North East,E12000001,Region,2020-03-12,2,NA,NA,17,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-03-12,4,NA,NA,14,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-03-12,1,NA,NA,8,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-03-12,4,NA,NA,17,NA,NA
Surrey,E10000030,Upper tier local authority,2020-03-12,16,NA,NA,37,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-03-12,3,NA,NA,7,NA,NA
Staffordshire,E10000028,Upper tier local authority,2020-03-12,3,NA,NA,10,NA,NA
Somerset,E10000027,Upper tier local authority,2020-03-12,3,NA,NA,8,NA,NA
Oxfordshire,E10000025,Upper tier local authority,2020-03-12,1,NA,NA,24,NA,NA
Nottinghamshire,E10000024,Upper tier local authority,2020-03-12,4,NA,NA,19,NA,NA
North Yorkshire,E10000023,Upper tier local authority,2020-03-12,3,NA,NA,8,NA,NA
Northamptonshire,E10000021,Upper tier local authority,2020-03-12,3,NA,NA,15,NA,NA
Norfolk,E10000020,Upper tier local authority,2020-03-12,1,NA,NA,3,NA,NA
Lincolnshire,E10000019,Upper tier local authority,2020-03-12,3,NA,NA,12,NA,NA
Leicestershire,E10000018,Upper tier local authority,2020-03-12,2,NA,NA,13,NA,NA
Lancashire,E10000017,Upper tier local authority,2020-03-12,5,NA,NA,12,NA,NA
Kent,E10000016,Upper tier local authority,2020-03-12,6,NA,NA,22,NA,NA
Hertfordshire,E10000015,Upper tier local authority,2020-03-12,2,NA,NA,34,NA,NA
Hampshire,E10000014,Upper tier local authority,2020-03-12,24,NA,NA,52,NA,NA
Gloucestershire,E10000013,Upper tier local authority,2020-03-12,2,NA,NA,9,NA,NA
Essex,E10000012,Upper tier local authority,2020-03-12,7,NA,NA,18,NA,NA
East Sussex,E10000011,Upper tier local authority,2020-03-12,2,NA,NA,5,NA,NA
Devon,E10000008,Upper tier local authority,2020-03-12,2,NA,NA,24,NA,NA
Derbyshire,E10000007,Upper tier local authority,2020-03-12,2,NA,NA,21,NA,NA
Cumbria,E10000006,Upper tier local authority,2020-03-12,6,NA,NA,18,NA,NA
Cambridgeshire,E10000003,Upper tier local authority,2020-03-12,4,NA,NA,10,NA,NA
Buckinghamshire,E10000002,Upper tier local authority,2020-03-12,10,NA,NA,28,NA,NA
Westminster,E09000033,Upper tier local authority,2020-03-12,14,NA,NA,52,NA,NA
Wandsworth,E09000032,Upper tier local authority,2020-03-12,12,NA,NA,38,NA,NA
Waltham Forest,E09000031,Upper tier local authority,2020-03-12,1,NA,NA,6,NA,NA
Tower Hamlets,E09000030,Upper tier local authority,2020-03-12,5,NA,NA,16,NA,NA
Sutton,E09000029,Upper tier local authority,2020-03-12,2,NA,NA,8,NA,NA
Southwark,E09000028,Upper tier local authority,2020-03-12,10,NA,NA,45,NA,NA
Richmond upon Thames,E09000027,Upper tier local authority,2020-03-12,1,NA,NA,4,NA,NA
Newham,E09000025,Upper tier local authority,2020-03-12,2,NA,NA,7,NA,NA
Merton,E09000024,Upper tier local authority,2020-03-12,3,NA,NA,20,NA,NA
Lewisham,E09000023,Upper tier local authority,2020-03-12,9,NA,NA,18,NA,NA
Lambeth,E09000022,Upper tier local authority,2020-03-12,4,NA,NA,33,NA,NA
Kingston upon Thames,E09000021,Upper tier local authority,2020-03-12,1,NA,NA,4,NA,NA
Kensington and Chelsea,E09000020,Upper tier local authority,2020-03-12,6,NA,NA,49,NA,NA
Islington,E09000019,Upper tier local authority,2020-03-12,10,NA,NA,16,NA,NA
Hounslow,E09000018,Upper tier local authority,2020-03-12,1,NA,NA,13,NA,NA
Hillingdon,E09000017,Upper tier local authority,2020-03-12,4,NA,NA,14,NA,NA
Havering,E09000016,Upper tier local authority,2020-03-12,1,NA,NA,6,NA,NA
Harrow,E09000015,Upper tier local authority,2020-03-12,8,NA,NA,20,NA,NA
Haringey,E09000014,Upper tier local authority,2020-03-12,7,NA,NA,19,NA,NA
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-03-12,1,NA,NA,21,NA,NA
Hackney,E09000012,Upper tier local authority,2020-03-12,6,NA,NA,20,NA,NA
Greenwich,E09000011,Upper tier local authority,2020-03-12,6,NA,NA,14,NA,NA
Enfield,E09000010,Upper tier local authority,2020-03-12,6,NA,NA,17,NA,NA
Ealing,E09000009,Upper tier local authority,2020-03-12,4,NA,NA,27,NA,NA
Croydon,E09000008,Upper tier local authority,2020-03-12,8,NA,NA,15,NA,NA
Camden,E09000007,Upper tier local authority,2020-03-12,5,NA,NA,25,NA,NA
Bromley,E09000006,Upper tier local authority,2020-03-12,6,NA,NA,16,NA,NA
Brent,E09000005,Upper tier local authority,2020-03-12,10,NA,NA,30,NA,NA
Bexley,E09000004,Upper tier local authority,2020-03-12,5,NA,NA,13,NA,NA
Barnet,E09000003,Upper tier local authority,2020-03-12,5,NA,NA,32,NA,NA
Barking and Dagenham,E09000002,Upper tier local authority,2020-03-12,4,NA,NA,8,NA,NA
Gateshead,E08000037,Upper tier local authority,2020-03-12,1,NA,NA,1,NA,NA
Wakefield,E08000036,Upper tier local authority,2020-03-12,4,NA,NA,5,NA,NA
Leeds,E08000035,Upper tier local authority,2020-03-12,1,NA,NA,12,NA,NA
Bradford,E08000032,Upper tier local authority,2020-03-12,2,NA,NA,5,NA,NA
Wolverhampton,E08000031,Upper tier local authority,2020-03-12,5,NA,NA,18,NA,NA
Walsall,E08000030,Upper tier local authority,2020-03-12,7,NA,NA,14,NA,NA
Sandwell,E08000028,Upper tier local authority,2020-03-12,4,NA,NA,6,NA,NA
Dudley,E08000027,Upper tier local authority,2020-03-12,4,NA,NA,8,NA,NA
Coventry,E08000026,Upper tier local authority,2020-03-12,2,NA,NA,7,NA,NA
Birmingham,E08000025,Upper tier local authority,2020-03-12,7,NA,NA,22,NA,NA
Sheffield,E08000019,Upper tier local authority,2020-03-12,2,NA,NA,20,NA,NA
Wirral,E08000015,Upper tier local authority,2020-03-12,1,NA,NA,5,NA,NA
Sefton,E08000014,Upper tier local authority,2020-03-12,3,NA,NA,4,NA,NA
Liverpool,E08000012,Upper tier local authority,2020-03-12,3,NA,NA,9,NA,NA
Knowsley,E08000011,Upper tier local authority,2020-03-12,1,NA,NA,1,NA,NA
Wigan,E08000010,Upper tier local authority,2020-03-12,1,NA,NA,5,NA,NA
Trafford,E08000009,Upper tier local authority,2020-03-12,3,NA,NA,10,NA,NA
Tameside,E08000008,Upper tier local authority,2020-03-12,4,NA,NA,7,NA,NA
Stockport,E08000007,Upper tier local authority,2020-03-12,1,NA,NA,6,NA,NA
Salford,E08000006,Upper tier local authority,2020-03-12,1,NA,NA,2,NA,NA
Oldham,E08000004,Upper tier local authority,2020-03-12,1,NA,NA,7,NA,NA
Bolton,E08000001,Upper tier local authority,2020-03-12,1,NA,NA,6,NA,NA
Dorset,E06000059,Upper tier local authority,2020-03-12,2,NA,NA,4,NA,NA
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-03-12,3,NA,NA,8,NA,NA
Wiltshire,E06000054,Upper tier local authority,2020-03-12,1,NA,NA,9,NA,NA
Shropshire,E06000051,Upper tier local authority,2020-03-12,10,NA,NA,22,NA,NA
Cheshire West and Chester,E06000050,Upper tier local authority,2020-03-12,1,NA,NA,6,NA,NA
Cheshire East,E06000049,Upper tier local authority,2020-03-12,3,NA,NA,5,NA,NA
Portsmouth,E06000044,Upper tier local authority,2020-03-12,1,NA,NA,2,NA,NA
Milton Keynes,E06000042,Upper tier local authority,2020-03-12,1,NA,NA,4,NA,NA
Wokingham,E06000041,Upper tier local authority,2020-03-12,2,NA,NA,10,NA,NA
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-03-12,4,NA,NA,11,NA,NA
Slough,E06000039,Upper tier local authority,2020-03-12,6,NA,NA,16,NA,NA
Reading,E06000038,Upper tier local authority,2020-03-12,1,NA,NA,3,NA,NA
West Berkshire,E06000037,Upper tier local authority,2020-03-12,2,NA,NA,3,NA,NA
Medway,E06000035,Upper tier local authority,2020-03-12,1,NA,NA,8,NA,NA
Southend-on-Sea,E06000033,Upper tier local authority,2020-03-12,1,NA,NA,3,NA,NA
South Gloucestershire,E06000025,Upper tier local authority,2020-03-12,3,NA,NA,9,NA,NA
North Somerset,E06000024,Upper tier local authority,2020-03-12,5,NA,NA,11,NA,NA
"Bristol, City of",E06000023,Upper tier local authority,2020-03-12,1,NA,NA,5,NA,NA
Bath and North East Somerset,E06000022,Upper tier local authority,2020-03-12,2,NA,NA,3,NA,NA
Stoke-on-Trent,E06000021,Upper tier local authority,2020-03-12,2,NA,NA,2,NA,NA
Nottingham,E06000018,Upper tier local authority,2020-03-12,3,NA,NA,10,NA,NA
Leicester,E06000016,Upper tier local authority,2020-03-12,1,NA,NA,2,NA,NA
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-03-12,2,NA,NA,7,NA,NA
Blackpool,E06000009,Upper tier local authority,2020-03-12,1,NA,NA,2,NA,NA
Warrington,E06000007,Upper tier local authority,2020-03-12,2,NA,NA,3,NA,NA
Halton,E06000006,Upper tier local authority,2020-03-12,2,NA,NA,2,NA,NA
Darlington,E06000005,Upper tier local authority,2020-03-12,1,NA,NA,2,NA,NA
England,E92000001,Nation,2020-03-11,365,365,0,1158,1157,1
South West,E12000009,Region,2020-03-11,19,NA,NA,83,NA,NA
South East,E12000008,Region,2020-03-11,46,NA,NA,172,NA,NA
London,E12000007,Region,2020-03-11,183,NA,NA,461,NA,NA
East of England,E12000006,Region,2020-03-11,14,NA,NA,64,NA,NA
West Midlands,E12000005,Region,2020-03-11,40,NA,NA,96,NA,NA
East Midlands,E12000004,Region,2020-03-11,25,NA,NA,79,NA,NA
Yorkshire and The Humber,E12000003,Region,2020-03-11,10,NA,NA,64,NA,NA
North West,E12000002,Region,2020-03-11,17,NA,NA,86,NA,NA
North East,E12000001,Region,2020-03-11,1,NA,NA,15,NA,NA
Worcestershire,E10000034,Upper tier local authority,2020-03-11,4,NA,NA,10,NA,NA
West Sussex,E10000032,Upper tier local authority,2020-03-11,2,NA,NA,7,NA,NA
Warwickshire,E10000031,Upper tier local authority,2020-03-11,2,NA,NA,13,NA,NA
Surrey,E10000030,Upper tier local authority,2020-03-11,5,NA,NA,21,NA,NA
Suffolk,E10000029,Upper tier local authority,2020-03-11,1,NA,NA,4,NA,NA
